Business_Week,Silver_Change,Silver_Settle,Silver_Volume,Silver_Prev. Day Open Interest,Date,Open Interest,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2006-08-16, 2006-08-20]",,12.103333333333333,11252.0,41580.666666666664,2006-08-22,156771.0,,106.73958333333333,826100.0,2122772.3333333335,-0.023333333333333334,84.89333333333333,2663.6666666666665,,16274.666666666666,0.05766666666666667,6.889333333333333,41.333333333333336,,2137.6666666666665
"[2006-08-23, 2006-08-27]",,12.398333333333333,15594.333333333334,32801.333333333336,2006-08-29,144938.0,,106.95833333333333,849051.6666666666,1893096.6666666667,0.07333333333333335,85.14666666666666,1343.6666666666667,,16716.0,0.012000000000000002,7.177499999999999,191.66666666666666,,2146.0
"[2006-08-30, 2006-09-03]",,12.784333333333334,5317.666666666667,5030.666666666667,2006-09-05,145645.0,,107.34375,736705.0,471087.3333333333,0.02666666666666666,84.93666666666667,1745.0,,17258.0,0.036833333333333336,7.190833333333334,14.0,,2237.3333333333335
"[2006-09-06, 2006-09-10]",,12.597,213.33333333333334,1562.0,2006-09-12,135528.0,,107.140625,99117.0,137948.66666666666,0.33,85.49333333333334,6288.666666666667,,16416.333333333332,0.06749999999999999,7.353000000000001,60.0,,2227.0
"[2006-09-13, 2006-09-17]",,10.893333333333333,43.666666666666664,485.6666666666667,2006-09-19,134640.0,,107.171875,20494.333333333332,45463.666666666664,0.03333333333333332,85.83333333333333,1612.0,,4679.666666666667,0.010833333333333332,7.377166666666667,83.33333333333333,,2183.6666666666665
"[2006-09-20, 2006-09-24]",,11.122,10.0,84.66666666666667,2006-09-26,134036.0,,107.96875,805047.0,1506912.3333333333,-0.24666666666666667,85.04666666666667,3277.6666666666665,,15873.666666666666,0.11449999999999999,7.66925,508.0,,2829.0
"[2006-09-27, 2006-10-01]",,11.625,5885.666666666667,40900.333333333336,2006-10-03,132231.0,,108.1875,1036268.6666666666,2166408.3333333335,0.12,85.47333333333334,5241.666666666667,,17624.0,0.042666666666666665,7.755,30.666666666666668,,3061.0
"[2006-10-04, 2006-10-08]",,11.013333333333334,9805.333333333334,61372.666666666664,2006-10-10,134365.0,,108.14583333333333,1182570.3333333333,2197645.6666666665,0.25666666666666665,85.80666666666667,3368.6666666666665,,22582.333333333332,-0.021166666666666667,7.886500000000001,354.0,,2458.6666666666665
"[2006-10-11, 2006-10-15]",,11.463333333333333,8122.666666666667,62674.333333333336,2006-10-17,142505.0,,106.96875,1051999.6666666667,2342605.0,0.03333333333333333,86.82333333333332,3564.3333333333335,,30154.666666666668,-0.08633333333333333,7.6315,295.6666666666667,,2198.6666666666665
"[2006-10-18, 2006-10-22]",,11.981666666666667,9805.666666666666,66149.66666666667,2006-10-24,145379.0,,107.06770833333333,784907.3333333334,2405860.6666666665,-0.19333333333333333,86.25,3465.6666666666665,,33971.333333333336,-0.029333333333333333,7.577333333333333,25.0,,2083.0
"[2006-10-25, 2006-10-29]",,12.07,10490.333333333334,66759.0,2006-10-31,146743.0,,107.43229166666667,1068866.6666666667,2406713.0,-0.36000000000000004,85.74333333333334,6168.666666666667,,30727.666666666668,-0.10266666666666668,7.527333333333334,109.33333333333333,,2201.6666666666665
"[2006-11-01, 2006-11-05]",,12.586666666666666,11491.0,64857.333333333336,2006-11-07,151596.0,,108.10416666666667,1217421.3333333333,2331221.0,0.14333333333333334,85.27333333333334,2573.3333333333335,,31635.666666666668,-0.0004999999999999993,7.423333333333333,121.33333333333333,,2054.6666666666665
"[2006-11-08, 2006-11-12]",,12.905000000000001,13355.333333333334,62542.333333333336,2006-11-14,156613.0,,108.13020833333333,832655.3333333334,2263907.6666666665,-0.12,85.05,3160.3333333333335,,32202.666666666668,-0.024499999999999997,7.2923333333333344,121.66666666666667,,2011.6666666666667
"[2006-11-15, 2006-11-19]",,12.896666666666667,13644.333333333334,53395.0,2006-11-21,156551.0,,107.984375,1448399.6666666667,2157340.6666666665,0.07,85.29333333333334,1826.3333333333333,,31534.333333333332,0.008333333333333333,7.276,47.333333333333336,,2059.3333333333335
"[2006-11-22, 2006-11-26]",,13.311666666666667,9176.666666666666,43004.666666666664,2006-11-28,136194.0,,108.4609375,515831.0,1893146.0,-0.5066666666666667,84.14999999999999,3821.6666666666665,,33158.333333333336,-0.020333333333333335,7.1785,19.0,,2080.3333333333335
"[2006-11-29, 2006-12-03]",,13.832333333333333,5907.333333333333,3377.0,2006-12-05,136023.0,,109.078125,779358.6666666666,394047.3333333333,-0.22999999999999998,82.87333333333332,4413.666666666667,,36612.666666666664,0.03233333333333333,7.191833333333332,439.3333333333333,,1776.6666666666667
"[2006-12-06, 2006-12-10]",,13.731666666666667,109.66666666666667,947.6666666666666,2006-12-12,139533.0,,108.89583333333333,55693.666666666664,105480.33333333333,0.30000000000000004,82.93333333333334,5375.333333333333,,32824.333333333336,-0.000833333333333334,7.083500000000001,39.666666666666664,,1555.6666666666667
"[2006-12-13, 2006-12-17]",,13.451666666666668,179.33333333333334,601.0,2006-12-19,133716.0,,108.35416666666667,17483.666666666668,25964.666666666668,0.36999999999999994,83.70666666666666,3252.0,,15203.333333333334,-0.008166666666666668,6.978166666666667,127.33333333333333,,1298.6666666666667
"[2006-12-20, 2006-12-24]",,12.458666666666666,87.0,151.33333333333334,2006-12-26,127538.0,,108.39583333333333,586341.3333333334,2180069.6666666665,0.21,83.70933333333333,586.0,,18918.666666666668,0.007,7.0482499999999995,219.0,,1416.5
"[2006-12-27, 2006-12-31]",,12.816,22.0,42.333333333333336,2007-01-03,130632.0,,107.64583333333333,399563.6666666667,2172506.0,-0.13,83.56,1498.3333333333333,,26388.333333333332,-0.009500000000000001,7.093666666666667,212.66666666666666,,1660.3333333333333
"[2007-01-03, 2007-01-07]",,12.471666666666666,123.0,178.0,2007-01-09,129245.0,,107.89583333333333,1105128.6666666667,2263475.0,0.4766666666666666,84.05666666666667,4319.666666666667,,26277.333333333332,0.12183333333333334,7.184666666666668,303.0,,2840.6666666666665
"[2007-01-10, 2007-01-14]",,12.508333333333333,32.333333333333336,60.666666666666664,2007-01-16,128950.0,,107.375,1142095.3333333333,2263100.3333333335,0.09999999999999999,84.92,3219.6666666666665,,22052.666666666668,-0.033499999999999995,7.322166666666665,341.0,,2780.6666666666665
"[2007-01-17, 2007-01-21]",,12.756666666666666,52.0,66.66666666666667,2007-01-23,138587.0,,107.08333333333333,1135811.6666666667,2250105.3333333335,-0.056666666666666664,84.72333333333334,923.0,,18912.666666666668,-0.023000000000000003,7.213166666666666,233.33333333333334,,2160.0
"[2007-01-24, 2007-01-28]",,13.311666666666667,9.666666666666666,10.666666666666666,2007-01-30,141480.0,,106.60416666666667,1111621.6666666667,2279710.3333333335,0.21,84.93333333333334,2609.6666666666665,,20055.0,0.05583333333333334,7.2843333333333335,126.66666666666667,,2126.6666666666665
"[2007-01-31, 2007-02-04]",,13.565,14703.666666666666,64018.333333333336,2007-02-06,147958.0,,106.71875,1534123.3333333333,2288541.3333333335,-0.023333333333333334,84.56,4206.0,,21906.666666666668,-0.04583333333333334,7.229166666666667,230.33333333333334,,2105.0
"[2007-02-07, 2007-02-11]",,13.791666666666666,11825.333333333334,62091.333333333336,2007-02-13,157834.0,,107.21875,1145808.6666666667,2223941.3333333335,0.03666666666666666,84.63333333333334,1348.0,,22502.333333333332,0.007666666666666666,7.210833333333333,181.0,,1868.3333333333333
"[2007-02-14, 2007-02-18]",,14.006666666666666,12209.666666666666,60592.333333333336,2007-02-20,160547.0,,107.48958333333333,1272462.3333333333,2101673.0,-0.19999999999999998,83.98666666666666,5275.666666666667,,25784.333333333332,-0.024833333333333332,7.1948333333333325,92.0,,2671.3333333333335
"[2007-02-21, 2007-02-25]",,14.354999999999999,21295.333333333332,44835.0,2007-02-27,154686.0,,107.54166666666667,1478675.6666666667,1773207.3333333333,-0.030000000000000002,84.10666666666667,3487.0,,28221.0,-0.024333333333333332,7.099,509.6666666666667,,4186.333333333333
"[2007-02-28, 2007-03-04]",,13.551666666666668,613.6666666666666,3086.3333333333335,2007-03-06,140844.0,,108.66666666666667,438886.6666666667,311137.3333333333,0.08666666666666667,83.57666666666667,2346.0,,30447.333333333332,0.0565,7.320833333333333,1103.0,,5483.0
"[2007-03-07, 2007-03-11]",,13.008333333333333,35.666666666666664,806.0,2007-03-13,137688.0,,108.75,54830.666666666664,83268.33333333333,0.06666666666666665,84.0,5453.0,,24313.0,-0.019,7.386500000000001,272.6666666666667,,1257.3333333333333
"[2007-03-14, 2007-03-18]",,12.968333333333334,91.0,608.6666666666666,2007-03-20,140501.0,,108.86458333333333,10812.333333333334,23795.666666666668,-0.16333333333333333,83.49,2360.6666666666665,,13189.0,0.0030000000000000005,7.447500000000001,137.66666666666666,,1019.6666666666666
"[2007-03-21, 2007-03-25]",,13.364333333333333,55.666666666666664,415.6666666666667,2007-03-27,136408.0,,108.48958333333333,673516.6666666666,1538716.0,0.255,83.036,964.0,,17700.666666666668,0.007,7.35375,336.0,,2271.0
"[2007-03-28, 2007-04-01]",,13.33,27.333333333333332,69.0,2007-04-03,137916.0,,108.25,1488077.0,2452308.6666666665,-0.019999999999999997,82.74333333333334,1632.0,,26568.0,0.010166666666666664,7.367333333333334,501.3333333333333,,1984.3333333333333
"[2007-04-04, 2007-04-08]",,13.669666666666666,3589.3333333333335,19589.666666666668,2007-04-10,147885.0,,107.83333333333333,689101.0,2474170.6666666665,-0.05000000000000001,82.64,1334.3333333333333,,28353.666666666668,-0.020666666666666667,7.197500000000001,544.0,,1864.0
"[2007-04-11, 2007-04-15]",,13.909333333333334,1.3333333333333333,1.3333333333333333,2007-04-17,153283.0,,107.4375,869857.0,2526965.6666666665,-0.18500000000000003,82.175,1825.3333333333333,,29501.0,0.014,7.217666666666666,232.33333333333334,,2713.0
"[2007-04-18, 2007-04-22]",,13.867666666666667,76.0,115.0,2007-04-24,154004.0,,108.01041666666667,882924.0,2493679.3333333335,-0.06,81.48,3185.6666666666665,,32127.0,-0.008666666666666666,7.0805,53.333333333333336,,2883.6666666666665
"[2007-04-25, 2007-04-29]",,13.520666666666669,3459.6666666666665,4588.666666666667,2007-05-01,132297.0,,107.97916666666667,1073111.3333333333,2544716.0,-0.003333333333333332,81.39,2387.6666666666665,,37964.666666666664,0.003333333333333332,7.029833333333333,566.0,,3016.6666666666665
"[2007-05-02, 2007-05-06]",,13.345,154.66666666666666,462.0,2007-05-08,132804.0,,108.125,1081265.6666666667,2583120.0,0.06333333333333334,81.67666666666666,2844.3333333333335,,37512.666666666664,-0.034166666666666665,7.004333333333334,120.33333333333333,,3538.3333333333335
"[2007-05-09, 2007-05-13]",,13.203333333333333,64.0,200.0,2007-05-15,132019.0,,108.03125,1132531.6666666667,2572100.0,0.06999999999999999,82.02999999999999,2138.3333333333335,,32975.666666666664,0.019666666666666666,6.990333333333333,259.6666666666667,,3971.6666666666665
"[2007-05-16, 2007-05-20]",,12.885,24.666666666666668,137.66666666666666,2007-05-22,133402.0,,107.375,1235606.3333333333,2675216.3333333335,0.15,82.13,2353.0,,30996.0,0.032499999999999994,7.019666666666667,75.33333333333333,,4034.3333333333335
"[2007-05-23, 2007-05-27]",,12.962666666666665,17.0,68.0,2007-05-29,134942.0,,106.6875,1700511.0,2176037.3333333335,-0.013333333333333336,82.27666666666667,905.3333333333334,,28361.333333333332,0.022000000000000002,7.130333333333334,422.6666666666667,,5003.0
"[2007-05-30, 2007-06-03]",,13.479999999999999,13544.0,63854.0,2007-06-05,141695.0,,106.29166666666667,997073.0,587374.6666666666,0.016666666666666666,82.29666666666667,3526.0,,27753.0,-0.023000000000000003,7.145500000000001,692.0,,5162.333333333333
"[2007-06-06, 2007-06-10]",,13.441666666666668,24601.333333333332,64568.0,2007-06-12,144674.0,,105.46875,49036.333333333336,154354.33333333334,0.27666666666666667,82.27333333333334,5239.0,,20927.333333333332,0.025333333333333333,7.248833333333334,545.0,,2917.0
"[2007-06-13, 2007-06-17]",,13.18,20318.333333333332,55627.333333333336,2007-06-19,151279.0,,104.75,23237.666666666668,41960.0,-0.00999999999999999,83.00666666666666,2728.0,,10048.666666666666,-0.038,7.1834999999999996,91.33333333333333,,1809.3333333333333
"[2007-06-20, 2007-06-24]",,13.131666666666668,23652.0,49698.666666666664,2007-06-26,143650.0,,104.98958333333333,936361.6666666666,1886370.0,-0.08,82.46133333333334,3973.6666666666665,,10282.0,-0.00225,7.1635,117.0,,1582.5
"[2007-06-27, 2007-07-01]",,12.315,37771.666666666664,13925.333333333334,2007-07-03,141312.0,,105.47916666666667,1286895.0,2764844.3333333335,-0.12,81.95,3031.3333333333335,,21067.666666666668,-0.041833333333333333,7.167166666666667,105.66666666666667,,1756.0
"[2007-07-04, 2007-07-08]",,12.623333333333335,3943.0,23649.666666666668,2007-07-10,141360.0,,104.78125,1311861.0,2821562.5,0.02,81.26666666666667,3209.0,,32812.666666666664,0.007833333333333333,7.058333333333334,433.3333333333333,,3434.6666666666665
"[2007-07-11, 2007-07-15]",,12.986666666666666,110.66666666666667,632.0,2007-07-17,140322.0,,105.23958333333333,1563693.3333333333,2856502.6666666665,-0.08666666666666667,80.455,3697.3333333333335,,36366.666666666664,-0.0045,7.062166666666666,136.66666666666666,,4359.666666666667
"[2007-07-18, 2007-07-22]",,13.266666666666666,120.66666666666667,408.3333333333333,2007-07-24,147323.0,,105.94791666666667,1535994.0,2792345.6666666665,-0.07333333333333332,80.22333333333334,2037.3333333333333,,41053.333333333336,-0.025833333333333333,6.9558333333333335,89.33333333333333,,4276.333333333333
"[2007-07-25, 2007-07-29]",,12.865,89.33333333333333,330.0,2007-07-31,143544.0,,107.17708333333333,2230374.3333333335,2788946.0,0.29333333333333333,80.54333333333334,5875.0,,42641.333333333336,0.075,7.080000000000001,248.66666666666666,,5218.0
"[2007-08-01, 2007-08-05]",,13.036666666666667,16748.333333333332,63761.666666666664,2007-08-07,148151.0,,107.60416666666667,1721257.3333333333,2876607.3333333335,-0.20000000000000004,80.47166666666668,4141.333333333333,,39318.0,-0.007499999999999999,7.1593333333333335,476.0,,2306.0
"[2007-08-08, 2007-08-12]",,12.915,24953.333333333332,55692.333333333336,2007-08-14,148045.0,,107.25,1727753.6666666667,2868657.6666666665,0.075,80.49333333333333,4065.0,,37426.0,0.034499999999999996,7.164666666666666,75.0,,1852.3333333333333
"[2007-08-15, 2007-08-19]",,11.950000000000001,24881.333333333332,49412.333333333336,2007-08-21,150179.0,,108.55208333333333,1682040.3333333333,2689900.0,-0.023333333333333317,81.61333333333333,7373.666666666667,,28598.666666666668,0.019333333333333338,7.4645,530.6666666666666,,2088.6666666666665
"[2007-08-22, 2007-08-26]",,11.714999999999998,25295.666666666668,35921.666666666664,2007-08-28,135059.0,,108.77083333333333,1205655.0,2253234.6666666665,-0.2866666666666667,80.98,3086.3333333333335,,20728.0,-0.074,7.264499999999999,31.333333333333332,,2363.0
"[2007-08-29, 2007-09-02]",,11.899999999999999,21357.333333333332,9655.333333333334,2007-09-04,132025.0,,109.58333333333333,1207818.3333333333,897582.6666666666,0.008333333333333331,80.71499999999999,1546.0,,19324.333333333332,-0.04566666666666667,7.189166666666666,26.333333333333332,,2244.6666666666665
"[2007-09-05, 2007-09-09]",,12.383333333333333,228.33333333333334,508.0,2007-09-11,135725.0,,110.40625,196304.33333333334,292845.6666666667,-0.31333333333333335,80.31,5831.0,,19213.0,0.007833333333333331,7.252833333333332,66.66666666666667,,2458.3333333333335
"[2007-09-12, 2007-09-16]",,12.561666666666667,92.33333333333333,171.66666666666666,2007-09-18,139669.0,,110.25,41348.333333333336,121272.66666666667,-0.016666666666666663,79.48,2923.6666666666665,,5414.0,-0.0005000000000000004,7.155666666666666,104.33333333333333,,2004.6666666666667
"[2007-09-19, 2007-09-23]",,13.25,104.0,295.6666666666667,2007-09-25,149867.0,,109.10416666666667,907957.3333333334,1469219.3333333333,-0.355,78.87066666666668,3530.6666666666665,,23772.666666666668,-0.026,7.1395,70.0,,1925.5
"[2007-09-26, 2007-09-30]",,13.659999999999998,14347.333333333334,51801.333333333336,2007-10-02,149720.0,,109.23958333333333,1034518.6666666666,2211303.6666666665,-0.19000000000000003,78.09,3584.0,,37844.666666666664,-0.03266666666666666,6.988166666666667,146.66666666666666,,2338.0
"[2007-10-03, 2007-10-07]",,13.486666666666666,25554.666666666668,77918.33333333333,2007-10-09,153803.0,,109.28645833333333,1021390.0,2311936.6666666665,0.011666666666666678,78.35833333333333,2756.6666666666665,,37249.333333333336,-0.035,6.960500000000001,1454.6666666666667,,4006.0
"[2007-10-10, 2007-10-14]",,13.851999999999999,19921.666666666668,79379.66666666667,2007-10-16,161068.0,,108.609375,1102574.3333333333,2353590.0,-0.08333333333333333,78.15333333333332,2323.3333333333335,,37714.666666666664,-0.04383333333333333,6.851666666666667,66.66666666666667,,5888.666666666667
"[2007-10-17, 2007-10-21]",,13.729333333333335,24785.0,80178.0,2007-10-23,160043.0,,110.00520833333333,1392890.6666666667,2401466.3333333335,-0.2733333333333334,77.64333333333333,3410.3333333333335,,37614.0,-0.025833333333333333,6.8785,740.6666666666666,,6410.0
"[2007-10-24, 2007-10-28]",,13.924999999999999,21369.666666666668,77244.0,2007-10-30,174092.0,,110.84375,1341521.6666666667,2424284.0,-0.18166666666666667,77.24666666666667,2669.3333333333335,,37861.333333333336,-0.056833333333333326,6.647666666666667,710.3333333333334,,7494.666666666667
"[2007-10-31, 2007-11-04]",,14.5185,32121.0,78962.5,2007-11-06,202422.0,,110.71875,1754763.0,2434393.0,-0.14333333333333334,76.44,4872.333333333333,,38476.333333333336,0.008333333333333331,6.571833333333333,141.66666666666666,,5516.333333333333
"[2007-11-07, 2007-11-11]",,15.461666666666668,55000.0,73890.33333333333,2007-11-13,194623.0,,111.59375,1485883.6666666667,2540576.6666666665,-0.21333333333333335,75.41833333333334,6467.666666666667,,35803.666666666664,0.04383333333333333,6.596166666666666,192.33333333333334,,5490.0
"[2007-11-14, 2007-11-18]",,14.685666666666664,32353.333333333332,61179.666666666664,2007-11-20,193720.0,,112.140625,1364395.0,2470447.3333333335,-0.02,75.90666666666667,2150.0,,34246.666666666664,0.009000000000000008,6.723,463.3333333333333,,4551.666666666667
"[2007-11-21, 2007-11-25]",,14.5775,34421.5,48869.5,2007-11-27,179254.0,,113.421875,778689.0,2231841.5,-0.04666666666666667,75.07166666666667,1831.3333333333333,,34931.666666666664,0.03316666666666667,6.8501666666666665,89.0,,2664.3333333333335
"[2007-11-28, 2007-12-02]",,14.211,35380.0,16671.333333333332,2007-12-04,174713.0,,113.78125,1577566.0,1313252.3333333333,0.3633333333333333,75.63166666666667,4710.333333333333,,34258.666666666664,-0.07233333333333333,6.859000000000001,146.0,,2073.6666666666665
"[2007-12-05, 2007-12-09]",,14.344999999999999,652.0,761.3333333333334,2007-12-11,187510.0,,114.0625,124536.66666666667,271832.3333333333,0.205,76.40333333333332,4509.0,,33204.0,-0.04083333333333333,6.764666666666667,5.333333333333333,,1968.3333333333333
"[2007-12-12, 2007-12-16]",,14.184333333333333,99.66666666666667,199.0,2007-12-18,184158.0,,113.25,23343.666666666668,87352.33333333333,0.3933333333333333,76.72833333333332,12565.0,,25929.666666666668,0.043666666666666666,6.783166666666666,82.66666666666667,,1713.0
"[2007-12-19, 2007-12-23]",,14.205,45.333333333333336,139.33333333333334,2007-12-24,187916.0,,113.234375,422041.3333333333,1478176.6666666667,0.06,77.67166666666667,1454.3333333333333,,18410.0,-0.0045,7.0385,158.5,,2432.5
"[2007-12-26, 2007-12-30]",,14.714333333333334,23.333333333333332,146.0,2007-12-31,191024.0,,112.23958333333333,328676.3333333333,2144477.6666666665,-0.44166666666666665,76.67166666666667,4198.333333333333,,27310.666666666668,-0.05516666666666667,7.000666666666667,190.66666666666666,,3178.6666666666665
"[2008-01-02, 2008-01-06]",,15.298333333333334,138.33333333333334,120.0,2008-01-08,213535.0,,114.57291666666667,1003479.3333333334,2174275.3333333335,-0.2933333333333333,75.91666666666667,3771.3333333333335,,28336.666666666668,0.005833333333333332,6.953666666666667,157.66666666666666,,3351.0
"[2008-01-09, 2008-01-13]",,16.06,50.0,64.0,2008-01-15,226925.0,,115.23958333333333,1235218.3333333333,2291293.3333333335,-0.026666666666666672,76.16666666666667,2199.6666666666665,,31147.0,-0.03833333333333334,6.9174999999999995,26.0,,3339.6666666666665
"[2008-01-16, 2008-01-20]",,15.958333333333334,11.0,34.333333333333336,2008-01-22,228778.0,,116.41666666666667,1338765.3333333333,2401739.0,0.27999999999999997,76.38666666666667,5311.666666666667,,32359.666666666668,0.079,7.118333333333333,418.0,,3372.0
"[2008-01-23, 2008-01-27]",,16.201,204.0,176.33333333333334,2008-01-29,234250.0,,117.30729166666667,1944185.6666666667,2563276.3333333335,-0.14166666666666664,76.18666666666667,3435.3333333333335,,30058.0,0.015999999999999993,7.190666666666666,465.6666666666667,,2723.6666666666665
"[2008-01-30, 2008-02-03]",,16.875,22644.666666666668,80892.66666666667,2008-02-05,234465.0,,116.58854166666667,1392418.0,2454993.6666666665,-0.033333333333333326,75.33,5504.0,,37935.666666666664,0.05366666666666666,7.466333333333334,448.0,,2048.6666666666665
"[2008-02-06, 2008-02-10]",,16.811666666666667,27307.0,78051.33333333333,2008-02-12,242449.0,,116.97395833333333,1220602.3333333333,2431103.3333333335,0.17833333333333334,76.74666666666667,3834.3333333333335,,36072.666666666664,0.04900000000000001,7.801333333333333,0.0,,2087.3333333333335
"[2008-02-13, 2008-02-17]",,17.242,30345.666666666668,74324.33333333333,2008-02-19,245791.0,,116.55208333333333,1274732.6666666667,2388064.0,-0.07999999999999997,76.32666666666667,2740.0,,31419.666666666668,-0.011333333333333334,7.755833333333334,0.0,,2321.6666666666665
"[2008-02-20, 2008-02-24]",,17.915000000000003,36456.0,63357.333333333336,2008-02-26,219587.0,,116.09375,1614883.3333333333,2217814.6666666665,-0.16666666666666663,75.81500000000001,5078.333333333333,,33955.0,0.023999999999999997,7.846666666666667,0.0,,3429.0
"[2008-02-27, 2008-03-02]",,19.549333333333333,48534.0,14978.666666666666,2008-03-04,221282.0,,117.296875,1504838.6666666667,1192962.6666666667,-0.3466666666666667,73.93,3965.6666666666665,,37224.0,0.09066666666666667,7.655833333333334,0.0,,3451.6666666666665
"[2008-03-05, 2008-03-09]",,20.32466666666667,753.0,1059.0,2008-03-11,218459.0,,118.61458333333333,117600.0,309237.3333333333,-0.21666666666666667,73.19166666666666,9134.333333333334,,40898.666666666664,0.030333333333333334,7.977333333333334,3.3333333333333335,,2649.0
"[2008-03-12, 2008-03-16]",,20.274666666666665,87.0,542.3333333333334,2008-03-18,219284.0,,120.07291666666667,25360.0,98166.0,-0.5383333333333333,72.06166666666667,11849.333333333334,,24508.0,0.036,7.9013333333333335,23.5,,2070.6666666666665
"[2008-03-19, 2008-03-23]",,17.6,184.5,387.5,2008-03-25,204456.0,,121.0,27680.0,40257.0,,72.267,2641.5,,20361.0,0.122,8.35725,1.5,,858.0
"[2008-03-26, 2008-03-30]",,18.253,57.333333333333336,138.33333333333334,2008-04-01,197288.0,,118.57291666666667,742084.3333333334,2067950.0,-0.19500000000000003,72.00833333333334,3783.6666666666665,,38911.666666666664,0.028333333333333332,8.207666666666666,2.3333333333333335,,1144.6666666666667
"[2008-04-02, 2008-04-06]",,17.438666666666666,50.666666666666664,36.333333333333336,2008-04-08,199725.0,,117.71875,900003.3333333334,2057714.3333333333,-0.20166666666666666,72.505,3245.0,,39257.0,-0.044000000000000004,7.9543333333333335,1.0,,1261.6666666666667
"[2008-04-09, 2008-04-13]",,17.950333333333333,1.0,1.6666666666666667,2008-04-15,204091.0,,117.97916666666667,840759.6666666666,2070764.3333333333,-0.155,72.20166666666667,4968.666666666667,,40067.333333333336,0.0014999999999999968,7.962000000000001,0.0,,871.0
"[2008-04-16, 2008-04-20]",,18.131333333333334,0.0,0.0,2008-04-22,208635.0,,116.36458333333333,999888.0,2075129.0,-0.01166666666666664,71.94166666666666,8335.666666666666,,42255.333333333336,-0.05933333333333333,7.943833333333333,0.0,,692.3333333333334
"[2008-04-23, 2008-04-27]",,16.884333333333334,0.0,0.0,2008-04-29,169857.0,,115.484375,917536.3333333334,2034375.3333333333,0.49666666666666665,72.61833333333334,7040.666666666667,,40019.666666666664,-0.011333333333333334,7.761666666666667,0.3333333333333333,,910.6666666666666
